journal,volume,journal_code,year,ISSN,editors,areas
Theor. Comput. Sci.,788,Th788,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,789,Th789,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,790,Th790,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,791,Th791,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,792,Th792,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,793,Th793,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,794,Th794,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,795,Th795,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,796,Th796,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,797,Th797,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,798,Th798,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,799,Th799,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,800,Th800,2019,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,801,Th801,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,802,Th802,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,803,Th803,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,804,Th804,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,805,Th805,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,806,Th806,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,807,Th807,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,808,Th808,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,809,Th809,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,810,Th810,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,811,Th811,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,812,Th812,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,813,Th813,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,814,Th814,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,815,Th815,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,816,Th816,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,817,Th817,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,818,Th818,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,819,Th819,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,820,Th820,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,821,Th821,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,822,Th822,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,823,Th823,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,824-825,Th824-825,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,826-827,Th826-827,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,828-829,Th828-829,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,830-831,Th830-831,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,832,Th832,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,833,Th833,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,834,Th834,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,835,Th835,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,836,Th836,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,837,Th837,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,838,Th838,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,839,Th839,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,840,Th840,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,841,Th841,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,842,Th842,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,843,Th843,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,844,Th844,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,845,Th845,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,846,Th846,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,847,Th847,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,848,Th848,2020,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,849,Th849,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,850,Th850,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,851,Th851,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,852,Th852,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,853,Th853,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,854,Th854,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,855,Th855,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,856,Th856,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,857,Th857,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,858,Th858,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,860,Th860,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,861,Th861,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,862,Th862,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,863,Th863,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,864,Th864,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,865,Th865,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,866,Th866,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,867,Th867,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,868,Th868,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,869,Th869,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,870,Th870,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,871,Th871,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,872,Th872,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,873,Th873,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,875,Th875,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,876,Th876,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,877,Th877,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,878-879,Th878-879,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,880,Th880,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,881,Th881,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,882,Th882,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,883,Th883,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,884,Th884,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,885,Th885,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,886,Th886,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,887,Th887,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,888,Th888,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,890,Th890,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,891,Th891,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,892,Th892,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,893,Th893,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,894,Th894,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,895,Th895,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,896,Th896,2021,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,897,Th897,2022,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,898,Th898,2022,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,899,Th899,2022,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,900,Th900,2022,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,901,Th901,2022,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,902,Th902,2022,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,904,Th904,2022,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,905,Th905,2022,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,906,Th906,2022,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,908,Th908,2022,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Theor. Comput. Sci.,909,Th909,2022,ISSN 1234-5678,Barbara Kessler,"Applied computer science|Programming language theory and formal methods|Programming language theory and formal methods|Computer security and cryptography|Concurrent, parallel and distributed computing|Computer graphics and visualization"
Trans. Large Scale Data Knowl. Centered Syst.,10,Tr10,2013,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,11,Tr11,2013,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,12,Tr12,2013,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,13,Tr13,2014,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,14,Tr14,2014,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,15,Tr15,2014,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,16,Tr16,2014,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,17,Tr17,2015,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,18,Tr18,2015,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,19,Tr19,2015,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,2,Tr2,2010,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
Trans. Large Scale Data Knowl. Centered Syst.,20,Tr20,2015,ISSN 1234-5678,Mary Torres,"Image and sound processing|Computational science, finance and engineering|Theory of computation|Databases and data mining|Computer networks|Computer networks|Concurrent, parallel and distributed computing"
